class,retro_templates
UNK,[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[c;H0;D3;+0:6](:[c:7]:[#7;a:8]):[c:9]:[#7;a:10]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]:[#7;a:8]):[c:9]:[#7;a:10]
UNK,[#7;a:5]:[c:6]:[c:7]-[NH;D2;+0:8]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#8:4]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#8:4].[#7;a:5]:[c:6]:[c:7]-[NH2;D1;+0:8]
UNK,[C:4]=[C:5]-[C:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]=[C:5]-[C:6]-[NH2;D1;+0:7]
UNK,[C:6]-[N;H0;D3;+0:7](-[C:8])-[CH;D3;+0:1](-[C;D1;H3:2])-[C:3](-[N;D1;H2:4])=[O;D1;H0:5]>>Br-[CH;D3;+0:1](-[C;D1;H3:2])-[C:3](-[N;D1;H2:4])=[O;D1;H0:5].[C:6]-[NH;D2;+0:7]-[C:8]
UNK,[c:2]:[c;H0;D3;+0:1](:[c:3])-[S;H0;D2;+0:4]-[c:5]1:[#7;a:6]:[#7;a:7]:[#7;a:8]:[c:9]:1>>F-[c;H0;D3;+0:1](:[c:2]):[c:3].[SH;D1;+0:4]-[c:5]1:[#7;a:6]:[#7;a:7]:[#7;a:8]:[c:9]:1
UNK,[C:5]-[N;H0;D3;+0:6](-[C:7])-[CH2;D2;+0:1]-[C:2](-[N;D1;H2:3])=[O;D1;H0:4]>>Cl-[CH2;D2;+0:1]-[C:2](-[N;D1;H2:3])=[O;D1;H0:4].[C:5]-[NH;D2;+0:6]-[C:7]
UNK,[C:8]-[O;H0;D2;+0:9]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[C:4](-[F;D1;H0:5])(-[F;D1;H0:6])-[F;D1;H0:7]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[C:4](-[F;D1;H0:5])(-[F;D1;H0:6])-[F;D1;H0:7].[C:8]-[OH;D1;+0:9]
UNK,[C:2]-[C@@;H0;D4;+0:3]1(-[#7:4]-[C:5](=[O;D1;H0:6])-[#8:7]-[C:8](-[C;D1;H3:9])(-[C;D1;H3:10])-[C;D1;H3:11])-[C:12]-[C:13]-[N;H0;D3;+0:14](-[CH3;D1;+0:1])-[C:15]-1=[O;D1;H0:16]>>I-[CH3;D1;+0:1].[C:2]-[C@@;H0;D4;+0:3]1(-[#7:4]-[C:5](=[O;D1;H0:6])-[#8:7]-[C:8](-[C;D1;H3:9])(-[C;D1;H3:10])-[C;D1;H3:11])-[C:12]-[C:13]-[NH;D2;+0:14]-[C:15]-1=[O;D1;H0:16]
UNK,[#16;a:5]:[c:4]:[c:3](:[c:6]:[#7;a:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:11]-[c:10]:[c:9]:[#7;a:8].[#7:12]-[C:13]-[C@H;D3;+0:14](-[C:15])-[#7:16]-[C:17](=[O;D1;H0:18])-[#8:19]-[C:20](-[C;D1;H3:21])(-[C;D1;H3:22])-[C;D1;H3:23]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[c:4]:[#16;a:5]):[c:6]:[#7;a:7].[#7;a:8]:[c:9]:[c:10]-[NH2;D1;+0:11].[#7:12]-[C:13]-[C@H;D3;+0:14](-[C:15])-[#7:16]-[C:17](=[O;D1;H0:18])-[#8:19]-[C:20](-[C;D1;H3:21])(-[C;D1;H3:22])-[C;D1;H3:23]
UNK,[C:7]-[S;H0;D2;+0:8]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#8;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#8;a:4]:[c:5]:[c:6]:1.[C:7]-[SH;D1;+0:8]
UNK,[C:4]-[C@H;D3;+0:5](-[C@@H;D3;+0:8](-[C:9])-[C:10])-[N;H0;D3;+0:6](-[C:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[CH;D3;+0:5](-[NH;D2;+0:6]-[C:7])-[CH;D3;+0:8](-[C:9])-[C:10]
UNK,[#16;a:4]:[c:3](:[#7;a:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:13](-[C:12])-[C:14].[#7:6]-[C:7](=[O;D1;H0:8])-[C@H;D3;+0:9](-[#8:10])-[C:11]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#16;a:4]):[#7;a:5].[#7:6]-[C:7](=[O;D1;H0:8])-[CH;D3;+0:9](-[#8:10])-[C:11].[C:12]-[NH;D2;+0:13]-[C:14]
UNK,[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[N;H0;D3;+0:9](-[C:10]=[O;D1;H0:11])-[c:8]:[c:7]:[#7;a:6]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[#7;a:6]:[c:7]:[c:8]-[NH;D2;+0:9]-[C:10]=[O;D1;H0:11]
UNK,[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:9]1-[C:8]-[C:7]=[C:6]-[#7:5]-[C:4]-1=[O;D1;H0:3]>>Br-[CH2;D2;+0:1]-[C:2].[O;D1;H0:3]=[C:4]1-[#7:5]-[C:6]=[C:7]-[C:8]-[NH;D2;+0:9]-1
UNK,[#8:4]-[C:5](=[O;D1;H0:6])-[C;H0;D3;+0:7](-[C:8]#[N;D1;H0:9])=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[CH2;D2;+0:7]-[C:8]#[N;D1;H0:9]
UNK,[C:9]-[NH;D2;+0:10]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]1:[c:5]:[#7;a:6]:[#7;a:7]:[c:8]:1>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]1:[c:5]:[#7;a:6]:[#7;a:7]:[c:8]:1.[C:9]-[NH2;D1;+0:10]
UNK,[#7;a:5]:[#7;a:4]1:[c:3]:[c:2]:[c;H0;D3;+0:1](-[N;H0;D3;+0:8](-[C:7])-[C:9]=[O;D1;H0:10]):[c:6]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4](:[#7;a:5]):[c:6]:1.[C:7]-[NH;D2;+0:8]-[C:9]=[O;D1;H0:10]
UNK,[C:2]-[C@H;D3;+0:3]1-[O;H0;D2;+0:1]-[C@H;D3;+0:4]-1-[c:5]>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[C:2]-[CH;D2;+0:3]=[CH;D2;+0:4]-[c:5]
UNK,[#7;a:4]:[#8;a:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-C-C(=O)-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[#8;a:5]:[c:6]-[NH2;D1;+0:7]
UNK,[C:5]-[C@H;D3;+0:6]1-[C:7]-[#8:8]-[C:9](=[O;D1;H0:10])-[N;H0;D3;+0:11]-1-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C;D1;H2:4]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C;D1;H2:4].[C:5]-[C@H;D3;+0:6]1-[C:7]-[#8:8]-[C:9](=[O;D1;H0:10])-[NH;D2;+0:11]-1
UNK,[#7:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[#7;a:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[#7;a:5].[#7:6]-[NH2;D1;+0:7]
UNK,[#8:4]-[C:5](=[O;D1;H0:6])-[C@H;D3;+0:7](-[C:8])-[O;H0;D2;+0:9]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>O-[c;H0;D3;+0:1](:[c:2]):[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C@@H;D3;+0:7](-[C:8])-[OH;D1;+0:9]
UNK,[C:6]-[N;H0;D3;+0:7](-[C:8])-[c;H0;D3;+0:1]1:[#16;a:2]:[#7;a:3]:[c:4]:[#7;a:5]:1>>Cl-[c;H0;D3;+0:1]1:[#16;a:2]:[#7;a:3]:[c:4]:[#7;a:5]:1.[C:6]-[NH;D2;+0:7]-[C:8]
UNK,[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C@H;D3;+0:5](-[C;D1;H3:6])-[O;H0;D2;+0:7]-[C;H0;D4;+0:9](-[C;D1;H3:8])(-[C;D1;H3:10])-[CH3;D1;+0:11]>>[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[C@H;D3;+0:5](-[C;D1;H3:6])-[OH;D1;+0:7].[C;D1;H3:8]-[C;H0;D3;+0:9](-[C;D1;H3:10])=[CH2;D1;+0:11]
UNK,[#8:4]-[C:3](=[O;D1;H0:5])-[C@H;D3;+0:1](-[C;D1;H3:2])-[O;H0;D2;+0:11]-[C:9](=[O;D1;H0:10])-[C@@H;D3;+0:7](-[C;D1;H3:6])-[c:8]>>O-[C@@H;D3;+0:1](-[C;D1;H3:2])-[C:3](-[#8:4])=[O;D1;H0:5].[C;D1;H3:6]-[CH;D3;+0:7](-[c:8])-[C:9](=[O;D1;H0:10])-[OH;D1;+0:11]
UNK,[C:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C:4](-[F;D1;H0:5])(-[F;D1;H0:6])-[F;D1;H0:7]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4](-[F;D1;H0:5])(-[F;D1;H0:6])-[F;D1;H0:7]
UNK,[#8:3]-[C:4](=[O;D1;H0:5])-[C;H0;D4;+0:6](-[C:7])(-[OH;D1;+0:8])-[C;H0;D2;+0:1]#[C;D1;H1:2]>>Br-[Mg]-[C;H0;D2;+0:1]#[C;D1;H1:2].[#8:3]-[C:4](=[O;D1;H0:5])-[C;H0;D3;+0:6](-[C:7])=[O;H0;D1;+0:8]
UNK,[O;D1;H0:2]=[c;H0;D3;+0:1]1:[cH;D2;+0:3]:[cH;D2;+0:4]:[c:5]:[c:6]:[nH;D2;+0:7]:1>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])/[CH;D2;+0:3]=[CH;D2;+0:4]/[c:5]:[c:6]-[NH2;D1;+0:7]
UNK,[#7;a:4]:[c:5](:[#8;a:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5](:[#8;a:6])-[NH2;D1;+0:7]
UNK,[c:2]:[cH;D2;+0:1]:[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]
UNK,[c:8]:[c;H0;D3;+0:7](:[c:9])-[n;H0;D3;+0:6]1:[n;H0;D2;+0:5]:[cH;D2;+0:4]:[c:3]:[c;H0;D3;+0:1]:1:[c:2]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]-[CH;D2;+0:4]=[N;H0;D2;+0:5]-[NH;D2;+0:6]-[c;H0;D3;+0:7](:[c:8]):[c:9]
UNK,[#7;a:3]1:[c:2]:[nH;D2;+0:1]:[c:5]:[c:4]:1>>C(-[n;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[c:4]:[c:5]:1)-c1:c:c:c:c:c:1
UNK,[#7;a:5]:[c:4]:[c:3](:[c:6]:[#7;a:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:9]-[C:8]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[c:4]:[#7;a:5]):[c:6]:[#7;a:7].[C:8]-[NH2;D1;+0:9]
UNK,[#7;a:3]:[c:4]1:[c:5]:[#7;a:6]:[c:7]:[n;H0;D3;+0:8]:1-[CH2;D2;+0:1]-[#8:2]>>Br-[CH2;D2;+0:1]-[#8:2].[#7;a:3]:[c:4]1:[c:5]:[#7;a:6]:[c:7]:[nH;D2;+0:8]:1
UNK,[#7:12]-[C:11](=[O;D1;H0:13])-[c:10]1:[#7;a:9]:[#8;a:8]:[c:7]:[c;H0;D3;+0:6]:1-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[#7;a:4]:[c:5]:1>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[#7;a:4]:[c:5]:1.I-[c;H0;D3;+0:6]1:[c:7]:[#8;a:8]:[#7;a:9]:[c:10]:1-[C:11](-[#7:12])=[O;D1;H0:13]
UNK,[#16;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]:[#7;a:7].[C;D1;H3:8]-[C@@H;D3;+0:9]1-[#8:10]-[C@H;D3;+0:11](-[C;D1;H3:12])-[C:13]-[#7:14]-[C:15]-1>>Br-[c;H0;D3;+0:1](:[#16;a:2]):[c:3].C-C1(-C)-O-B(-[c;H0;D3;+0:4](:[c:5]):[c:6]:[#7;a:7])-O-C-1(-C)-C.[C;D1;H3:8]-[C@H;D3;+0:9]1-[#8:10]-[C@@H;D3;+0:11](-[C;D1;H3:12])-[C:13]-[#7:14]-[C:15]-1
UNK,[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:4](-[C;D1;H3:3])-[c:5]>>Cl-[CH2;D2;+0:1]-[C:2].[C;D1;H3:3]-[NH;D2;+0:4]-[c:5]
UNK,[#7:4]-[C:3]-[CH;D3;+0:1](-[C:2])-[NH;D2;+0:6]-[C:5]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3]-[#7:4].[C:5]-[NH2;D1;+0:6]
UNK,[C:3]-[N+;H0;D4:4](-[C:5])(-[C:6]-[C@@H;D3;+0:7](-[C:8])-[#8:9]-[C:10]=[O;D1;H0:11])-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[C:3]-[N;H0;D3;+0:4](-[C:5])-[C:6]-[C@@H;D3;+0:7](-[C:8])-[#8:9]-[C:10]=[O;D1;H0:11]
UNK,[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:4]-[C@H;D3;+0:5]1-[C:6]-[C:7]-[C@@H;D3;+0:8](-[#7:9]-[C:10]=[O;D1;H0:11])-[C:12]-[C:13]-1>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[NH2;D1;+0:4]-[C@H;D3;+0:5]1-[C:6]-[C:7]-[C@@H;D3;+0:8](-[#7:9]-[C:10]=[O;D1;H0:11])-[C:12]-[C:13]-1
UNK,[C:4]=[N;H0;D2;+0:5]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]=[NH;D1;+0:5]
UNK,[C:1]-[CH;D3;+0:2](-[C:3])-[NH2;D1;+0:4]>>[C:1]-[C;H0;D3;+0:2](-[C:3])=[NH;D1;+0:4]
UNK,[#7;a:5]:[c:6]-[C@H;D3;+0:7](-[C:8])-[N;H0;D3;+0:9](-[C:10])-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#7;a:5]:[c:6]-[C@H;D3;+0:7](-[C:8])-[NH;D2;+0:9]-[C:10]
UNK,[#8:4]-[C@@;H0;D4;+0:5]12-[C:6]-[C:7]-[C@H;D3;+0:8](-[NH;D2;+0:9]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3])-[C:10]-[C@@H;D3;+0:11]-1-[C:12]-[C:13]-[C@H;D3;+0:14](-[C;D1;H3:15])-[C:16]-2>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#8:4]-[C@@;H0;D4;+0:5]12-[C:6]-[C:7]-[C@H;D3;+0:8](-[NH2;D1;+0:9])-[C:10]-[C@@H;D3;+0:11]-1-[C:12]-[C:13]-[C@H;D3;+0:14](-[C;D1;H3:15])-[C:16]-2
UNK,[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:5](:[c:6]):[c:7]
UNK,[#16:4]/[C;H0;D3;+0:5](=[CH;D2;+0:1]\[c:2]:[#8;a:3])-[C:6](-[#7:7])=[O;D1;H0:8]>>O=[CH;D2;+0:1]-[c:2]:[#8;a:3].[#16:4]-[CH2;D2;+0:5]-[C:6](-[#7:7])=[O;D1;H0:8]
UNK,[C:3]-[N;H0;D3;+0:4](-[C:5]=[O;D1;H0:6])-[CH2;D2;+0:1]-[C:2]>>Cl-[CH2;D2;+0:1]-[C:2].[C:3]-[NH;D2;+0:4]-[C:5]=[O;D1;H0:6]
UNK,[#7;a:3]:[#7;a:4]:[c:5]:[n;H0;D3;+0:6](:[c:7])-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[#7;a:4]:[c:5]:[nH;D2;+0:6]:[c:7]
UNK,[C:4]#[C:5]-[C:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>C-C(=O)-O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]#[C:5]-[C:6]-[NH2;D1;+0:7]
UNK,[C:1]-[C@H;D3;+0:2](-[C:3]=[O;D1;H0:4])-[CH2;D2;+0:5]-[C;D1;H3:6]>>[C:1]/[C;H0;D3;+0:2](-[C:3]=[O;D1;H0:4])=[CH;D2;+0:5]\[C;D1;H3:6]
UNK,[#7;a:4]:[#7;a:3]:[c:2]-[OH;D1;+0:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;H0;D2;+0:1]-[c:2]:[#7;a:3]:[#7;a:4]
UNK,[#16;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[#16;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7]
UNK,[C:5]=[C:4]-[C:3]-[C;H0;D3;+0:1](-[NH2;D1;+0:6])=[O;D1;H0:2]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[C:4]=[C:5].[NH3;D0;+0:6]
UNK,[O;D1;H0:3]=[C:4]1-[#8:5]-[C@H;D3;+0:6](-[c:7])-[C:8]-[C:9]-[N;H0;D3;+0:10]-1-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[O;D1;H0:3]=[C:4]1-[#8:5]-[C@H;D3;+0:6](-[c:7])-[C:8]-[C:9]-[NH;D2;+0:10]-1
UNK,[#7:6]/[N;H0;D2;+0:7]=[C;H0;D3;+0:1](/[C;D1;H3:2])-[c:3]:[c:4]:[#7;a:5]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]:[c:4]:[#7;a:5].[#7:6]-[NH2;D1;+0:7]
UNK,[#7;a:5]:[#7;a:4]:[c:3]-[CH;D2;+0:1]=[O;D1;H0:2]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4]:[#7;a:5]
UNK,[#8:4]-[C:3](=[O;D1;H0:5])-[CH;D3;+0:1](-[c:2])-[S;H0;D2;+0:6]-[c:7]>>Br-[CH;D3;+0:1](-[c:2])-[C:3](-[#8:4])=[O;D1;H0:5].[SH;D1;+0:6]-[c:7]
UNK,[#16;a:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[C;H0;D2;+0:5]#[N;D1;H0:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#16;a:4].[Cu]-[C;H0;D2;+0:5]#[N;D1;H0:6]
UNK,[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:4](-[C;D1;H3:3])-[O;D1;H1:5]>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[C:2].[C;D1;H3:3]-[NH;D2;+0:4]-[O;D1;H1:5]
UNK,[#7;a:7]:[#7;a:8]:[c:9]-[NH;D2;+0:10]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[C:4](-[#8:5])=[O;D1;H0:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[C:4](-[#8:5])=[O;D1;H0:6].[#7;a:7]:[#7;a:8]:[c:9]-[NH2;D1;+0:10]
UNK,[#7;a:1]:[c:2]:[c:3]-[NH;D2;+0:4]-[C;H0;D3;+0:5](=[S;D1;H0:6])-[NH;D2;+0:7]-[c:8]>>[#7;a:1]:[c:2]:[c:3]-[N;H0;D2;+0:4]=[C;H0;D2;+0:5]=[S;D1;H0:6].[NH2;D1;+0:7]-[c:8]
UNK,[#8:3]-[C@H;D3;+0:4](-[c:5])-[C@H;D3;+0:6](-[#7:7]-[C:8]=[O;D1;H0:9])-[C:10](=[O;D1;H0:11])-[N;H0;D3;+0:12](-[c:13])-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[#8:3]-[C@H;D3;+0:4](-[c:5])-[C@H;D3;+0:6](-[#7:7]-[C:8]=[O;D1;H0:9])-[C:10](=[O;D1;H0:11])-[NH;D2;+0:12]-[c:13]
UNK,[#16;a:2]:[c;H0;D3;+0:1](:[c:3])-[n;H0;D3;+0:7]1:[c:6]:[c:5]:[#7;a:4]:[c:8]:1>>I-[c;H0;D3;+0:1](:[#16;a:2]):[c:3].[#7;a:4]1:[c:5]:[c:6]:[nH;D2;+0:7]:[c:8]:1
UNK,[#7;a:10]:[c:9]:[c;H0;D3;+0:7](:[c:8])-[c;H0;D3;+0:1]1:[n;H0;D2;+0:2]:[n;H0;D2;+0:3]:[c;H0;D3;+0:4](-[C:5]):[o;H0;D2;+0:6]:1>>O=[C;H0;D3;+0:1](-[NH;D2;+0:2]-[NH;D2;+0:3]-[C;H0;D3;+0:4](-[C:5])=[O;H0;D1;+0:6])-[c;H0;D3;+0:7](:[c:8]):[c:9]:[#7;a:10]
UNK,[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](-[C:2])=[N;H0;D2;+0:7]-[C:6]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3]:[c:4]:[#7;a:5].[C:6]-[NH2;D1;+0:7]
UNK,[#16;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[#16;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7]
UNK,[C:4]-[C@@H;D3;+0:5](-[C:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[C@H;D3;+0:5](-[C:6])-[NH2;D1;+0:7]
UNK,[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[C@@H;D3;+0:8](-[C:10]#[C;D1;H1:11])-[NH;D2;+0:9]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[C@H;D3;+0:8](-[NH2;D1;+0:9])-[C:10]#[C;D1;H1:11]
UNK,[#7;a:4]:[c:3]:[c:2]-[CH;D2;+0:1]=[CH2;D1;+0:5]>>O=[CH;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[CH3;D1;+0:5]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1
UNK,[#7:2]-[C:3](=[O;D1;H0:4])-[C@@H;D3;+0:5]1-[C:6]-[C@@H;D3;+0:7](-[#8:8])-[C:9]-[N;H0;D3;+0:10]-1-[CH3;D1;+0:1]>>O-[CH3;D1;+0:1].[#7:2]-[C:3](=[O;D1;H0:4])-[C@@H;D3;+0:5]1-[C:6]-[C@@H;D3;+0:7](-[#8:8])-[C:9]-[NH;D2;+0:10]-1
UNK,[#16:4]-[C:3](-[#16:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C;D1;H3:6]>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[#16:4])-[#16:5].[C;D1;H3:6]-[NH2;D1;+0:7]
UNK,[#8:1]-[C:2]-[CH;D3;+0:3](-[NH;D2;+0:7]-[C:8])-[CH;D3;+0:4](-[C:5])-[c:6]>>[#8:1]-[C:2]-[C@H;D3;+0:3](-[C@H;D3;+0:4](-[C:5])-[c:6])-[N;H0;D3;+0:7](-[C:8])-C-c1:c:c:c:c:c:1
UNK,[#8:4]-[C:3](=[O;D1;H0:5])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[#8:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3](-[#8:4])=[O;D1;H0:5].[#8:6]-[NH2;D1;+0:7]
UNK,[#7:6]-[C@@H;D3;+0:7](-[C:8])-[C:9](=[O;D1;H0:10])-[O;D1;H1:11].[C:12]-[NH;D2;+0:13]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]-[c:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]-[c:5].[#7:6]-[C@@H;D3;+0:7](-[C:8])-[C:9](=[O;D1;H0:10])-[O;D1;H1:11].[C:12]-[NH2;D1;+0:13]
UNK,[#16;a:1]:[c:2]:[c:3](:[#7;a:4])-[CH;D3;+0:5](-[C:6])-[CH2;D2;+0:7]-[C:8]-[#7:9]>>[#16;a:1]:[c:2]:[c:3](:[#7;a:4])-[C;H0;D3;+0:5](-[C:6])=[CH;D2;+0:7]-[C:8]-[#7:9]
UNK,[#7;a:5]:[c:4]1:[#7;a:3]:[c:2]:[c;H0;D3;+0:1](-[c;H0;D3;+0:8](:[c:9]):[c:10]):[#7;a:6]:1:[#7;a:7]>>Br-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[c:4](:[#7;a:5]):[#7;a:6]:1:[#7;a:7].C-C1(-C)-O-B(-[c;H0;D3;+0:8](:[c:9]):[c:10])-O-C-1(-C)-C
UNK,[N;D1;H2:6]-[C:7](=[O;D1;H0:8])-[C:9]-[NH;D2;+0:10]-[c;H0;D3;+0:1]1:[#16;a:2]:[#7;a:3]:[c:4]:[#7;a:5]:1>>Cl-[c;H0;D3;+0:1]1:[#16;a:2]:[#7;a:3]:[c:4]:[#7;a:5]:1.[N;D1;H2:6]-[C:7](=[O;D1;H0:8])-[C:9]-[NH2;D1;+0:10]
